0.146966,0.146436,0.145748,0.137760,0.134792,0.133631,0.129164,0.114945,0.114804,0.110076,0.070404,0.029695
0.074907,0.072871,0.071234,0.070254,0.068361,0.068266,0.064073,0.062417,0.060805,0.058389,0.043853,0.010832
0.174743,0.170710,0.165641,0.163846,0.157182,0.151048,0.142299,0.136751,0.132590,0.128811,0.079346,0.031006
0.169771,0.169085,0.157194,0.148865,0.134005,0.131757,0.131045,0.126727,0.125776,0.124289,0.074651,0.034201
0.111321,0.107460,0.102828,0.088547,0.088519,0.085663,0.082862,0.080871,0.079708,0.078392,0.056213,0.017716
0.146803,0.145921,0.134015,0.132337,0.126619,0.122403,0.121167,0.120878,0.120473,0.118352,0.078889,0.025680
0.179002,0.173534,0.160465,0.146996,0.146093,0.141764,0.140472,0.136081,0.130973,0.128780,0.083287,0.031495
0.125381,0.123935,0.122721,0.119823,0.119119,0.109596,0.108531,0.103944,0.098209,0.097934,0.065773,0.023979
0.147867,0.143671,0.129322,0.122860,0.107697,0.104018,0.103508,0.097078,0.093069,0.092666,0.060021,0.024406
0.323753,0.322858,0.300188,0.284827,0.259471,0.252060,0.242574,0.235373,0.231970,0.231306,0.133018,0.065930
0.138724,0.133987,0.133525,0.120490,0.108861,0.104554,0.102617,0.098994,0.097619,0.096032,0.064022,0.021667
0.055874,0.052499,0.051798,0.047849,0.044342,0.044055,0.041872,0.041374,0.040465,0.040221,0.032824,0.007273
0.136878,0.135186,0.115119,0.114970,0.114354,0.113553,0.110023,0.103164,0.102048,0.100262,0.062884,0.027735
0.187486,0.186676,0.173296,0.162406,0.154799,0.148945,0.148027,0.143696,0.140851,0.131345,0.090060,0.043156
0.147238,0.142798,0.142638,0.136614,0.130550,0.129032,0.125811,0.110844,0.110068,0.108151,0.069508,0.025557
0.124579,0.123417,0.106314,0.104553,0.101531,0.096462,0.087101,0.083956,0.080388,0.078409,0.057220,0.021037
0.096082,0.091058,0.089277,0.085047,0.082074,0.081639,0.074664,0.073860,0.067834,0.065598,0.048023,0.014934
0.122968,0.120172,0.117987,0.116608,0.113361,0.110044,0.109712,0.094674,0.093935,0.093750,0.059919,0.023054
0.162113,0.154290,0.142522,0.135231,0.134739,0.132854,0.121465,0.120631,0.120418,0.113749,0.073786,0.028960
0.232170,0.218337,0.209430,0.187293,0.175941,0.172714,0.150826,0.150794,0.150344,0.150180,0.092262,0.035950
0.161344,0.148134,0.145681,0.144677,0.144304,0.141483,0.134703,0.128766,0.127513,0.118825,0.078112,0.029913
0.182623,0.180947,0.171851,0.170867,0.161866,0.160361,0.156088,0.145064,0.143623,0.141937,0.085767,0.032915
0.057458,0.054744,0.053874,0.053692,0.053224,0.051991,0.049889,0.049498,0.047896,0.047551,0.036818,0.007336
0.132387,0.125030,0.113486,0.111584,0.108826,0.102131,0.100282,0.099814,0.097626,0.096798,0.061820,0.021864
0.115673,0.113557,0.112908,0.108994,0.107031,0.101939,0.092997,0.089842,0.089723,0.088172,0.060647,0.018122
0.120929,0.116799,0.116337,0.112412,0.107153,0.104808,0.102268,0.099955,0.099457,0.098941,0.061417,0.024817
0.171278,0.170037,0.149840,0.138951,0.133466,0.131261,0.126648,0.124501,0.121715,0.112699,0.073201,0.033115
0.157621,0.157417,0.141432,0.133672,0.116650,0.113437,0.113234,0.111032,0.109075,0.104536,0.066377,0.028966
0.171096,0.167872,0.153470,0.132618,0.128068,0.123899,0.123285,0.119237,0.117180,0.115501,0.068623,0.028471
0.074221,0.073642,0.073295,0.072228,0.070539,0.069812,0.068676,0.067741,0.066581,0.065628,0.046088,0.012423
0.143534,0.142278,0.142048,0.140095,0.131193,0.126974,0.124796,0.124049,0.104735,0.103875,0.068739,0.031528
0.076742,0.071855,0.068703,0.066691,0.063951,0.061299,0.060042,0.058929,0.056149,0.055420,0.042227,0.010863
0.230128,0.223462,0.215986,0.201983,0.200093,0.182436,0.177921,0.176143,0.173452,0.166941,0.105290,0.049913
0.193123,0.180582,0.175347,0.151447,0.149694,0.143426,0.143378,0.142537,0.138069,0.135239,0.088244,0.032057
0.143486,0.141527,0.130027,0.127694,0.126593,0.124528,0.118148,0.115537,0.104659,0.101126,0.068351,0.026846
0.125628,0.119686,0.118829,0.113592,0.102939,0.102874,0.101655,0.095726,0.092012,0.088036,0.056572,0.021441
0.106243,0.103316,0.098735,0.096399,0.096006,0.092987,0.087788,0.085597,0.084286,0.082960,0.053180,0.017361
0.117436,0.117180,0.115683,0.114964,0.114963,0.110947,0.107774,0.102612,0.100600,0.099687,0.058213,0.026626
0.049316,0.046999,0.045411,0.045169,0.043902,0.042786,0.042566,0.042507,0.042379,0.041844,0.034134,0.005893
0.137599,0.128754,0.123022,0.097775,0.097029,0.096276,0.095131,0.090408,0.088436,0.086826,0.057174,0.023510
0.169753,0.156575,0.155630,0.155227,0.151967,0.146832,0.145864,0.127333,0.123561,0.118201,0.081144,0.036490
0.171376,0.164410,0.158941,0.145642,0.144741,0.141722,0.140366,0.137998,0.136535,0.133073,0.083663,0.029991
0.106892,0.101947,0.099343,0.094851,0.085424,0.085139,0.084183,0.079560,0.074434,0.073993,0.050806,0.017700
0.074200,0.068499,0.067581,0.066645,0.065346,0.065107,0.063145,0.061698,0.061575,0.058587,0.043207,0.011704
0.242479,0.230822,0.228644,0.219751,0.201764,0.198816,0.195993,0.182887,0.167921,0.163356,0.101405,0.049493
0.218900,0.213143,0.183217,0.177586,0.176944,0.176928,0.175161,0.158188,0.150808,0.142697,0.096319,0.046428
0.055113,0.053920,0.050126,0.047130,0.046051,0.045519,0.044294,0.041890,0.041725,0.041597,0.035660,0.006729
0.064829,0.061733,0.061553,0.056338,0.053301,0.049945,0.049900,0.049575,0.048596,0.048370,0.039952,0.007189
0.055045,0.045043,0.043932,0.043204,0.042749,0.042430,0.042049,0.041739,0.041691,0.041355,0.035111,0.005525
0.168372,0.163384,0.152747,0.135371,0.127752,0.109442,0.108838,0.099987,0.096897,0.096028,0.065874,0.030153
0.274302,0.255868,0.253513,0.221019,0.215154,0.214413,0.209904,0.195169,0.191305,0.185628,0.117821,0.050318
0.134952,0.130205,0.115563,0.110800,0.105719,0.102268,0.099289,0.092797,0.090954,0.088275,0.062230,0.023595
0.221409,0.206302,0.204329,0.170900,0.161693,0.157549,0.153960,0.152795,0.139393,0.137480,0.090002,0.039955
0.118873,0.113456,0.107417,0.095181,0.087850,0.084720,0.083401,0.081729,0.080342,0.080072,0.050867,0.015854
0.117463,0.112049,0.103579,0.091690,0.091201,0.090066,0.086435,0.079113,0.077057,0.076748,0.053194,0.019745
0.252602,0.246388,0.223431,0.213255,0.210622,0.202416,0.199733,0.193574,0.177577,0.170229,0.098295,0.047486
0.061242,0.059850,0.059309,0.057582,0.056236,0.056014,0.054592,0.053700,0.053601,0.051102,0.041096,0.010233
0.118380,0.115099,0.113802,0.112002,0.106877,0.100668,0.098417,0.098115,0.083920,0.083118,0.056150,0.023839
0.264024,0.259376,0.244712,0.234360,0.228684,0.221710,0.208494,0.201834,0.190733,0.186071,0.109426,0.054035
0.104914,0.101731,0.095519,0.093408,0.091599,0.083640,0.077328,0.076765,0.074639,0.073129,0.051194,0.017713
0.088614,0.087950,0.086124,0.082239,0.074449,0.074308,0.072022,0.058320,0.055213,0.055021,0.043223,0.014621
0.057209,0.055268,0.047986,0.046154,0.045351,0.043941,0.043602,0.038933,0.037716,0.036965,0.034981,0.008398
0.170973,0.163901,0.161460,0.145262,0.138136,0.133325,0.131671,0.130523,0.130377,0.130227,0.084913,0.032008
0.159231,0.153329,0.149781,0.144351,0.143463,0.134514,0.131278,0.130817,0.125786,0.102860,0.069559,0.029717
0.104038,0.099879,0.096617,0.094088,0.091754,0.091184,0.086355,0.082912,0.082051,0.081801,0.054242,0.019951
0.193405,0.169529,0.148123,0.139546,0.120988,0.093098,0.088013,0.085960,0.085664,0.084970,0.062082,0.028069
0.196331,0.188441,0.187951,0.184221,0.183810,0.171321,0.168390,0.165172,0.157109,0.146931,0.092379,0.044530
0.133015,0.131281,0.123418,0.118993,0.113334,0.112169,0.107294,0.105355,0.103323,0.102926,0.066498,0.027036
0.059393,0.054657,0.054095,0.053947,0.053857,0.051303,0.046766,0.046456,0.044379,0.044259,0.036179,0.007879
0.068257,0.068050,0.067830,0.061659,0.059918,0.059250,0.058752,0.055329,0.053748,0.053501,0.040711,0.009603
0.102754,0.100624,0.099373,0.095471,0.094639,0.091417,0.091008,0.088215,0.085738,0.085697,0.051791,0.018146
0.151414,0.150841,0.141346,0.132521,0.129375,0.123494,0.123312,0.122514,0.115092,0.114918,0.069936,0.030569
0.059899,0.059646,0.053063,0.050564,0.048784,0.045178,0.044460,0.042775,0.041343,0.036944,0.036187,0.011253
0.077663,0.077186,0.076957,0.076843,0.076266,0.076120,0.075717,0.075566,0.075482,0.075254,0.054783,0.012644
0.067564,0.064353,0.056557,0.054612,0.052798,0.052071,0.051661,0.050693,0.050576,0.047494,0.038209,0.008873
0.238685,0.232713,0.216011,0.207742,0.207046,0.192663,0.181578,0.180662,0.180549,0.180119,0.112520,0.041168
0.053362,0.046765,0.046152,0.042547,0.040159,0.039467,0.037117,0.035681,0.033383,0.030688,0.031192,0.006825
0.043893,0.043477,0.042610,0.042163,0.040794,0.037800,0.037171,0.036992,0.036494,0.036339,0.033128,0.005046
0.349389,0.331792,0.324647,0.293368,0.291940,0.277817,0.277182,0.269765,0.264994,0.250669,0.168328,0.070433
0.149624,0.144243,0.140687,0.138835,0.133368,0.127038,0.124330,0.122815,0.119058,0.117682,0.071690,0.031615
0.214969,0.199690,0.198013,0.163545,0.158532,0.155142,0.150968,0.150205,0.137733,0.135277,0.089785,0.043951
0.078994,0.077907,0.076937,0.074342,0.069212,0.068428,0.068364,0.063720,0.060252,0.059853,0.042721,0.012216
0.113839,0.111931,0.098036,0.097877,0.091145,0.083085,0.078256,0.075741,0.066668,0.064648,0.052372,0.017694
0.091470,0.075329,0.070309,0.064075,0.063895,0.063455,0.061881,0.060774,0.060234,0.058972,0.044432,0.011875
0.073148,0.063283,0.056532,0.050865,0.047539,0.045645,0.042744,0.042064,0.039782,0.039315,0.034485,0.010062
0.045535,0.039133,0.037577,0.036718,0.036627,0.036478,0.035517,0.034304,0.034200,0.033890,0.029233,0.005591
0.098978,0.096439,0.094206,0.084693,0.083302,0.083066,0.082282,0.077771,0.072702,0.070314,0.049345,0.019016
0.051183,0.048556,0.048051,0.045442,0.045071,0.041768,0.041743,0.040356,0.039868,0.038719,0.033173,0.006890
0.043324,0.043074,0.042695,0.041721,0.041359,0.040163,0.038057,0.037662,0.036401,0.036003,0.032197,0.004931
0.074622,0.060501,0.057289,0.056217,0.054873,0.054827,0.053573,0.052869,0.050637,0.049936,0.038155,0.009930
0.069321,0.054334,0.052652,0.051835,0.051769,0.051671,0.042734,0.040271,0.037737,0.035793,0.035799,0.010952
0.045047,0.044377,0.042886,0.041763,0.040895,0.038743,0.038519,0.038460,0.038402,0.037331,0.031739,0.005895
0.057791,0.056742,0.050747,0.049311,0.046652,0.045546,0.044643,0.042449,0.042340,0.041887,0.034423,0.007086
0.042643,0.041606,0.039389,0.038313,0.036643,0.035349,0.033094,0.032362,0.030980,0.030647,0.029883,0.005723
0.087060,0.083189,0.082901,0.080099,0.077552,0.076923,0.076102,0.075964,0.070775,0.070356,0.052161,0.012619
0.083975,0.081992,0.076691,0.072788,0.069649,0.066872,0.064554,0.061708,0.061159,0.056344,0.042396,0.011681
0.093775,0.093199,0.079996,0.078455,0.078242,0.075363,0.073830,0.070460,0.068253,0.067425,0.045921,0.014241
0.059533,0.053125,0.045212,0.038868,0.037485,0.036671,0.035117,0.034860,0.033954,0.033226,0.032130,0.007703
0.093922,0.076087,0.075383,0.075273,0.070566,0.057145,0.056904,0.054616,0.054226,0.052615,0.043611,0.013532
0.054550,0.051361,0.048248,0.048142,0.047259,0.047165,0.047031,0.044985,0.044246,0.043317,0.035422,0.006939
0.063300,0.061552,0.046576,0.044827,0.042493,0.039376,0.038503,0.038233,0.037113,0.036735,0.035506,0.009015
0.066093,0.064290,0.062889,0.057293,0.052484,0.051993,0.048041,0.046850,0.046468,0.045692,0.036657,0.008697
0.257242,0.252993,0.226419,0.222932,0.195108,0.191141,0.188421,0.187513,0.184758,0.179121,0.126212,0.052172
0.190788,0.187641,0.181322,0.176821,0.173147,0.161587,0.158473,0.153723,0.152331,0.124596,0.084216,0.040492
0.089682,0.089576,0.088289,0.086619,0.086577,0.084374,0.084096,0.080905,0.078266,0.072775,0.048931,0.016235
0.052058,0.051592,0.051230,0.046609,0.046513,0.046085,0.045657,0.045086,0.043956,0.043381,0.036022,0.006312
0.144463,0.136403,0.135529,0.125071,0.122128,0.120378,0.118594,0.114777,0.114703,0.114160,0.082458,0.023122
0.087735,0.082013,0.080498,0.077201,0.071359,0.068684,0.064175,0.063026,0.062840,0.062396,0.046313,0.011196
0.059955,0.053001,0.048775,0.047277,0.046581,0.045347,0.045337,0.041074,0.040912,0.040653,0.035583,0.007878
0.068671,0.065473,0.064953,0.058184,0.057152,0.056887,0.056867,0.056548,0.056395,0.055797,0.043131,0.009439
0.044765,0.040264,0.038660,0.037059,0.036339,0.035948,0.034327,0.033850,0.032774,0.032080,0.029840,0.004670
0.207912,0.207065,0.198648,0.186316,0.184268,0.184067,0.181530,0.177548,0.173072,0.171691,0.111584,0.039075
0.098562,0.094525,0.085252,0.084607,0.081720,0.079085,0.079072,0.077481,0.077354,0.076512,0.050876,0.014756
0.065908,0.057372,0.056392,0.054153,0.054121,0.052857,0.051435,0.051280,0.048398,0.048223,0.037866,0.008385
