0.10537,0.10035,0.098368,0.084482,0.083302,0.080429,0.078988,0.078322,0.077971,0.077267,0.064715,0.012989,1
0.36496,0.36207,0.34868,0.33671,0.31665,0.31036,0.29578,0.29319,0.25026,0.24861,0.15078,0.068133,1
0.050128,0.044576,0.043916,0,0,0,0,0,0,0,0.046206,0.0034122,-1
0.11561,0.11299,0.10713,0.099368,0.094857,0.089002,0.079821,0.077136,0.075625,0.07488,0.068807,0.017366,1
0.052357,0.046738,0.046295,0.045865,0.045534,0.045082,0.044563,0.044523,0.044,0,0.046105,0.0025061,-1
0.045027,0.044509,0,0,0,0,0,0,0,0,0.044767,0.00036679,-1
0.247,0.2447,0.21079,0.20729,0.2013,0.19125,0.17269,0.16646,0.15938,0.15546,0.11345,0.04171,1
0.11563,0.096802,0.090719,0.087608,0.085955,0.084862,0.078774,0.076892,0.074735,0.072384,0.066233,0.014416,1
0.087373,0.086175,0.085525,0.082166,0.076835,0.076732,0.076654,0.076613,0.075724,0.074233,0.06612,0.010423,1
0.69272,0.65784,0.64367,0.58165,0.57882,0.55082,0.54956,0.53486,0.5254,0.497,0.33374,0.13965,1
0.053966,0.046629,0.046343,0.046258,0.042437,0,0,0,0,0,0.047126,0.0041953,-1
0.05654,0.050651,0.047719,0.04468,0,0,0,0,0,0,0.049898,0.0050558,-1
0.044884,0.042984,0.042776,0.041509,0,0,0,0,0,0,0.043038,0.0013918,-1
0.049934,0.049049,0.048181,0.047075,0.046997,0.045346,0.045205,0.043902,0.043651,0,0.046593,0.0022226,-1
0.14711,0.13581,0.13399,0.13214,0.12956,0.12909,0.1252,0.12233,0.12208,0.11616,0.085665,0.023205,1
0.13744,0.10773,0.10439,0.10277,0.10264,0.10245,0.084728,0.079844,0.07482,0.070966,0.070978,0.021714,1
0.04275,0,0,0,0,0,0,0,0,0,0.04275,0,-1
0.050973,0.04666,0.04533,0.045088,0.044479,0.04446,0.043789,0.043748,0.04354,0,0.045342,0.0023257,-1
0.12968,0.12878,0.12607,0.1235,0.12334,0.12189,0.12097,0.11975,0.11912,0.11754,0.11058,0.0084065,1
0.043234,0.043169,0.041916,0,0,0,0,0,0,0,0.042772,0.0007435,-1
0.047404,0.047297,0.042937,0,0,0,0,0,0,0,0.045879,0.0025477,-1
0.046137,0.045112,0.044352,0.043268,0.043171,0.043099,0.043052,0.042584,0,0,0.043847,0.0012352,-1
0.10743,0.10617,0.10261,0.1025,0.096388,0.094088,0.093731,0.089928,0.089768,0.08902,0.072727,0.014547,1
0.0506,0.047874,0.046791,0.046482,0.046012,0.04489,0,0,0,0,0.047108,0.0019688,-1
0.046046,0.045062,0.044541,0,0,0,0,0,0,0,0.045217,0.00076333,-1
0.23976,0.23157,0.23066,0.22288,0.21245,0.2078,0.20276,0.19818,0.19719,0.19617,0.12177,0.049204,1
0.047194,0.04604,0.045247,0.045034,0.043643,0.042411,0.042338,0,0,0,0.044559,0.001836,-1
0.15066,0.13889,0.12913,0.12633,0.1131,0.10839,0.10321,0.10283,0.10145,0.094722,0.081222,0.020533,1
0.046521,0.045518,0,0,0,0,0,0,0,0,0.04602,0.0007098,-1
0.044255,0.043946,0.043157,0.043056,0,0,0,0,0,0,0.043603,0.00058885,-1
0.24859,0.24572,0.24332,0.23757,0.23617,0.21729,0.21518,0.20609,0.19472,0.19417,0.13041,0.047543,1
0.15819,0.1472,0.14164,0.1413,0.13518,0.13407,0.13232,0.1277,0.12498,0.1244,0.1172,0.014271,1
0.12264,0.12214,0.10845,0.10723,0.1072,0.10666,0.099822,0.096241,0.09016,0.088382,0.075887,0.013286,1
0.089314,0.087985,0.085029,0.082802,0.081082,0.076815,0.076371,0.076254,0.076139,0.074015,0.062928,0.011688,1
0.045839,0.045437,0.043066,0,0,0,0,0,0,0,0.044781,0.0014989,-1
0.048276,0.045451,0.044493,0,0,0,0,0,0,0,0.046073,0.0019668,-1
0.050812,0.050162,0.04946,0.046664,0.044961,0.044852,0,0,0,0,0.047818,0.0026627,-1
0.0458,0.043006,0,0,0,0,0,0,0,0,0.044404,0.0019747,-1
0.04921,0.045945,0.045778,0.044212,0.044087,0,0,0,0,0,0.045845,0.0020659,-1
0.14852,0.14448,0.14123,0.13929,0.13554,0.13535,0.12704,0.12375,0.12056,0.11577,0.086946,0.021476,1
0.092079,0.090069,0.087139,0.080308,0.079533,0.078758,0.078141,0.077991,0.076983,0.076569,0.063233,0.012642,1
0.046882,0.044113,0,0,0,0,0,0,0,0,0.045498,0.0019589,-1
0.04595,0.044424,0,0,0,0,0,0,0,0,0.045187,0.0010806,-1
0.042711,0.041938,0.041589,0.041579,0.041547,0,0,0,0,0,0.041872,0.00049369,-1
0.11842,0.10903,0.082071,0.074083,0.070367,0.070234,0.069158,0.068301,0.068293,0.064405,0.061082,0.015292,1
0.10321,0.10229,0.10157,0.092411,0.09222,0.091372,0.090523,0.089391,0.08715,0.08601,0.07142,0.012515,1
0.13764,0.13378,0.12126,0.11432,0.11371,0.10817,0.10816,0.10803,0.10744,0.10525,0.10216,0.010899,1
0.15289,0.15257,0.14511,0.13897,0.13599,0.13545,0.13291,0.13151,0.13098,0.13083,0.11879,0.013448,1
0.14503,0.12547,0.11208,0.10085,0.094254,0.090499,0.084747,0.083399,0.078875,0.077949,0.068373,0.01995,1
0.044095,0.042086,0,0,0,0,0,0,0,0,0.043091,0.0014196,-1
0.049097,0.047826,0.046169,0.0453,0.044317,0,0,0,0,0,0.046541,0.0019232,-1
0.049002,0.048205,0.046159,0.045681,0.04422,0.043855,0.043545,0,0,0,0.04581,0.0021433,-1
0.042655,0.042542,0,0,0,0,0,0,0,0,0.042598,7.9307e-05,-1
0.046543,0.046058,0.045845,0,0,0,0,0,0,0,0.046149,0.00035688,-1
0.13104,0.12747,0.12469,0.11359,0.10406,0.10309,0.09525,0.092888,0.092131,0.090592,0.072679,0.017243,1
0.1403,0.14021,0.13855,0.13777,0.13488,0.12945,0.12814,0.12725,0.12694,0.12685,0.11834,0.01099,1
0.32142,0.30591,0.28257,0.26812,0.26714,0.26341,0.24083,0.23917,0.23875,0.22553,0.14629,0.057418,1
0,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1
0.11876,0.11826,0.10521,0.10025,0.096723,0.089573,0.08815,0.084809,0.08197,0.073248,0.071747,0.022311,1
0.13382,0.13203,0.12522,0.12408,0.12378,0.12271,0.12179,0.12173,0.1214,0.11778,0.11344,0.0090925,1
0.044709,0.043258,0.042752,0,0,0,0,0,0,0,0.043573,0.0010171,-1
0.044059,0.043086,0,0,0,0,0,0,0,0,0.043571,0.00068799,-1
0.079743,0.075814,0.075302,0.073646,0.072122,0.071927,0.07189,0.071146,0.069255,0.068983,0.061859,0.0078653,1
0.046527,0.045947,0.045826,0.045508,0.044955,0.044011,0.043912,0,0,0,0.045241,0.00099332,-1
0.049307,0.046755,0.044545,0.043857,0.04276,0,0,0,0,0,0.045445,0.0026072,-1
0.14003,0.13672,0.1274,0.12349,0.1217,0.11762,0.11689,0.11424,0.11416,0.114,0.11156,0.0096259,1
0.13993,0.129,0.1289,0.12398,0.12028,0.11866,0.11777,0.1177,0.11769,0.11584,0.11181,0.0082083,1
0.52347,0.51426,0.48518,0.46466,0.45341,0.43958,0.41338,0.40017,0.37816,0.36892,0.21696,0.10713,1
0.045124,0.044939,0.043212,0.043117,0.043074,0.042693,0,0,0,0,0.043694,0.0010528,-1
0.045312,0,0,0,0,0,0,0,0,0,0.045312,0,-1
0.33657,0.31044,0.30856,0.30776,0.3013,0.29112,0.2892,0.25246,0.24498,0.23435,0.16088,0.072348,1
0.048314,0.047301,0.045312,0.045044,0.044759,0.044638,0.0446,0,0,0,0.045711,0.001483,-1
0.044652,0.043914,0.043547,0.042947,0,0,0,0,0,0,0.043766,0.00071376,-1
0.34646,0.33846,0.32841,0.32485,0.31164,0.29948,0.28213,0.27113,0.26288,0.25539,0.15732,0.061475,1
